mv '/home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_12450000\(2\).jpg' '/home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_12450000\(2\)-Boats_in_the_Marina.jpg'
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF1156.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF1156-street_with_cars_and_trees.JPG
mv /home/klotz/Documents/images/2002jun23-leighsr/dsc00043.jpg /home/klotz/Documents/images/2002jun23-leighsr/dsc00043-Pool_Party.jpg
mv /home/klotz/Documents/images/2013-07/111_0729/IMG_0665.JPG /home/klotz/Documents/images/2013-07/111_0729/IMG_0665-colorful_bird_on_a_tree_branch.JPG
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3365.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3365-Red_Flowers_on_a_Plant.JPG
mv '/home/klotz/Documents/images/android/2009-08-30 10.36.32.jpg' '/home/klotz/Documents/images/android/2009-08-30-10.36.32-morning_coffee_and_dessert.jpg'
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0667.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0667-Shadows_on_a_bench.JPG
mv /home/klotz/Documents/images/S2_20081122_1410.png /home/klotz/Documents/images/S2_20081122_1410-Blue_Sky.png
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0615_13234700.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0615_13234700-close_up_of_a_leaf.jpg
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3445.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3445-Smiling_Woman_in_Orange_Dress_and_Tut.JPG
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3250.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3250-Counter_at_a_restaurant.JPG
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0450.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0450-Sign_for_Female_Male_Disorders.JPG
mv /home/klotz/Documents/images/2003dec-2004jan/img00013.jpg /home/klotz/Documents/images/2003dec-2004jan/img00013-Man_in_a_Hawaiian_shirt.jpg
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0024.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0024-Container_with_a_hole_in_it.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2939392.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2939392-Dragonfly_eating_a_butterfly.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2031424.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2031424-A_Baked_Good_with_Chocolate_and_N.jpg
mv /home/klotz/Documents/images/pix-from-skg4-more/20140518_121330.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140518_121330-Summer_should_be_banned.jpg
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3027.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3027-Cityscape_from_the_Top_of_a_Skys.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2653696.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2653696-plate_of_food.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2227328.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2227328-Computer_Electronics.jpg
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1014005_10201108678703266_1379594615_n.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1014005_10201108678703266_1379594615_n-Three_friends_pose_for_a_picture.jpg
mv /home/klotz/Documents/images/pop-and-hunter-phone-2014/20140807_161311.jpg /home/klotz/Documents/images/pop-and-hunter-phone-2014/20140807_161311-The_racy_hand_gesture.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2942272.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2942272-droplet_on_a_blue_flower.jpg
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1204.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1204-Netting_and_Cage.JPG
mv /home/klotz/Documents/images/pix-from-skg4-more/20140615_195245.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140615_195245-Speaker_at_Podium.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2354816.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2354816-CODE_CODE_CODE.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9214.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9214-Marijuana_Plant.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160517_181148.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160517_181148-A_Glass_of_Bubbly_Liqu.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20161015_171516.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20161015_171516-palm_trees.jpg
mv /home/klotz/Documents/images/2004feb14/DSC01743.JPG /home/klotz/Documents/images/2004feb14/DSC01743-Family_Snuggling_on_the_Couch.JPG
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5091.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5091-Boat_House_in_the_Harbor.JPG
mv /home/klotz/Documents/images/pix-from-skg4-more/20140620_223358.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140620_223358-Box_with_Buttons_and_Papers.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/100_CFV5/DSC_0012.JPG /home/klotz/Documents/images/nexus-5-2016-10-23/100_CFV5/DSC_0012-plate_of_food.JPG
mv '/home/klotz/Documents/images/android/2009-08-09 12.48.20.jpg' '/home/klotz/Documents/images/android/2009-08-09-12.48.20-Aerial_View_of_a_Plane_Flying.jpg'
mv /home/klotz/Documents/images/2003aug/Looking-at-art.jpg /home/klotz/Documents/images/2003aug/Looking-at-art-Two_Girmv_Looking_at_Sculpture.jpg
mv /home/klotz/Documents/images/2003june/2003jun16/img00004.jpg /home/klotz/Documents/images/2003june/2003jun16/img00004-Giant_Turtle_Ride.jpg
mv /home/klotz/Documents/images/2013-07/103_0717/IMG_0255.JPG /home/klotz/Documents/images/2013-07/103_0717/IMG_0255-Teenagers_sitting_at_a_table_with_plates.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9936.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9936-Red_Flowers_in_a_Bunch.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1754.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1754-train_station.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2214400.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2214400-Aerial_View_of_a_City_with_Clock.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160721_173157.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160721_173157-Need_a_Cat_Nap.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2232256.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2232256-The_man_with_the_gray_beard.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4325.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4325-homemade_pizza.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9693.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9693-Autumn_Tree_with_Street_Sign.JPG
mv '/home/klotz/Documents/images/hunter/Camera/2013-08-20 11.25.05.jpg' '/home/klotz/Documents/images/hunter/Camera/2013-08-20-11.25.05-Discarded_can_of_soda.jpg'
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9518.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9518-Autumn_Trees.JPG
mv /home/klotz/Documents/images/2003aug/bus_stop.jpg /home/klotz/Documents/images/2003aug/bus_stop-Bus_Stop_Sign.jpg
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6622.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6622-City_Tour.JPG
mv /home/klotz/Documents/images/x100t/102_FUJI/DSCF2230.JPG /home/klotz/Documents/images/x100t/102_FUJI/DSCF2230-Sidewalk_Graffiti.JPG
mv /home/klotz/Documents/images/S2_20081122_1413.png /home/klotz/Documents/images/S2_20081122_1413-Blue_Screen.png
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160718_101816.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160718_101816-waiting_at_the_crosswalk.jpg
mv /home/klotz/Documents/images/x100t/102_FUJI/DSCF2161.JPG /home/klotz/Documents/images/x100t/102_FUJI/DSCF2161-Cooking_in_the_Kitchen.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0508_20320400.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0508_20320400-Two_women_making_paper_flowers_at_a_table.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4211.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4211-Smiling_Girl_with_a_Scarf_Around_Her.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF8070.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF8070-Countertop_with_a_Sink_and_Toilet.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2941376.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2941376-Mountain_Range.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9426.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9426-The_Pier.JPG
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150708-0100-001.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150708-0100-001-Funny_Cat_Scratching_Post.JPG
mv /home/klotz/Documents/images/x100t/106_FUJI/20190817-0605-002.jpg /home/klotz/Documents/images/x100t/106_FUJI/20190817-0605-002-Black_and_Gray_Background.jpg
mv '/home/klotz/Documents/images/android/2010-03-20 09.20.29.jpg' '/home/klotz/Documents/images/android/2010-03-20-09.20.29-Empty_Highway.jpg'
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0410.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0410-Blond_Girl_Smiling.JPG
mv /home/klotz/Documents/images/android/1231520838236.jpg /home/klotz/Documents/images/android/1231520838236-Calculation_Grid.jpg
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0236.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0236-Mailbox_with_a_sticker_of_a_man_on.JPG
mv /home/klotz/Documents/images/2013-07/102_0716/IMG_0145.JPG /home/klotz/Documents/images/2013-07/102_0716/IMG_0145-Smiling_Teens_at_a_Restaurant.JPG
mv /home/klotz/Documents/images/S1_20081122_1302.png /home/klotz/Documents/images/S1_20081122_1302-Blue_and_Yellow_Background.png
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4369.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4369-Black_Box.JPG
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6496.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6496-Jumping_on_a_Dirt_Road.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1069.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1069-BBQ_Pit.JPG
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6728.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6728-View_of_a_grassy_field_and_lake_from_the.JPG
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/14913_10202726514148141_2295417692808024786_n.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/14913_10202726514148141_2295417692808024786_n-Selfie_in_the_mirror.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0521_13524800.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0521_13524800-Computer_History_Museum.jpg
mv '/home/klotz/Documents/images/android/2009-08-12 20.30.10.jpg' '/home/klotz/Documents/images/android/2009-08-12-20.30.10-sunset_over_the_ocean.jpg'
mv /home/klotz/Documents/images/S2_20081122_1247.png /home/klotz/Documents/images/S2_20081122_1247-Kite_Flying_in_the_Sky.png
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0517.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0517-A_White_Flower_in_a_Green_Bush.JPG
mv /home/klotz/Documents/images/2002may05/image022.pnm /home/klotz/Documents/images/2002may05/image022-Balloons_in_a_Bunch.pnm
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2509.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2509-Rope_with_Japanese_Symbomv.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF8028.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF8028-A_Ring_on_the_Wall.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2445696.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2445696-plate_of_food.jpg
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f1599168.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f1599168-plate_of_pie_and_ice_cream.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160701_094733.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160701_094733-A_good_title_for_this_image_is_a_brick_building.jpg
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF1114.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF1114-Cycling_Along_the_Shore.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0820.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0820-birds_flying_over_the_ocean.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF8061.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF8061-mouth_of_a_lion.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9028.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9028-marijuana_plant.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1567.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1567-Older_Woman_Sitting_at_a_Table.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4476.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4476-Orchid_in_a_pot.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9249.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9249-Azure_Lake.JPG
mv /home/klotz/Documents/images/pix-from-skg4-more/20140629_201244.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140629_201244-Hand_Holding_Electronics.jpg
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5073.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5073-Bridge_over_the_river.JPG
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0382.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0382-berry_juice_with_a_lemon.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2553920.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2553920-electronic_components.jpg
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1331.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1331-Meeting_at_a_Dining_Table.JPG
mv /home/klotz/Documents/images/android/IMG_20101022_143611.jpg /home/klotz/Documents/images/android/IMG_20101022_143611-Tea_Kettle_with_Purple_Grap.jpg
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2883.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2883-Surfing_at_the_beach.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0624_14311500.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0624_14311500-blank_screen.jpg
mv /home/klotz/Documents/images/pix-from-skg4-more/20140628_165248.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140628_165248-MIT_Technology_Review.jpg
mv /home/klotz/Documents/images/S2_20081122_1429.png /home/klotz/Documents/images/S2_20081122_1429-AMCO_ndss.png
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9038.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9038-branches_with_yellow_flower.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0634.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0634-Cat_Statue.JPG
mv /home/klotz/Documents/images/higher.jpg /home/klotz/Documents/images/higher-Tall_Tower_in_the_Trees.jpg
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2458.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2458-colorful_flowers_on_a_wall.JPG
mv /home/klotz/Documents/images/nobluebox.jpg /home/klotz/Documents/images/nobluebox-Irregular_Verbs.jpg
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0317.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0317-The_Orange_Traffic_Cone_on_the_Sidewalk.JPG
mv /home/klotz/Documents/images/pix-from-skg4-more/20140213_222100.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140213_222100-moon_in_the_sky.jpg
mv /home/klotz/Documents/images/2007-11-09/IMGP2588.JPG /home/klotz/Documents/images/2007-11-09/IMGP2588-Lab_Equipment_on_a_Desk.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4925.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4925-anner_nd.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1985.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1985-Old_Train_nd_Railroad.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160120_192735.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160120_192735-The_Wireless_Mouse.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF8959.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF8959-The_Lone_Surfer.JPG
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2318-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150710-2318-000-Three_Rocks_in_a_Stone_Circle.JPG
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6674.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6674-The_beach_is_covered_in_seaweed.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/PANO_20150909_094658.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/PANO_20150909_094658-Group_of_people_sitting_around_a_table.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4242.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4242-Red_Neon_Sign_with_Asian_Letters.JPG
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0746.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0746-Superman_Drinking.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9163.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9163-Marijuana_Plant_in_a_Black_Planter.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s2/f2088576.jpg /home/klotz/Documents/images/photo-recovery/photo-s2/f2088576-Smiling_Woman_with_Blonde_Hair.jpg
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0351.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0351-The_Poster_Wall.JPG
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6874.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6874-Reading_in_the_Library.JPG
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0427.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0427-Storage_Unit_with_Large_Tanks.JPG
mv /home/klotz/Documents/images/x100t/chapman-toss/00000057.png /home/klotz/Documents/images/x100t/chapman-toss/00000057-large_crowd_at_a_stadium.png
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4786.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4786-Various_Dishes_of_Food_on_a_Table.JPG
mv /home/klotz/Documents/images/pix-from-skg4-more/20140701_133821.jpg /home/klotz/Documents/images/pix-from-skg4-more/20140701_133821-Toilet_with_Lid_Up.jpg
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4701.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4701-close_up_of_a_blue_flower.JPG
mv /home/klotz/Documents/images/2004feb14/DSC01764.JPG /home/klotz/Documents/images/2004feb14/DSC01764-Two_little_girmv_sleeping_on_a_bed_with_stuff.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160614_101510.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160614_101510-morning_breakfast.jpg
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1787.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1787-Train_on_the_tracks.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160526_091951.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160526_091951-Smiling_Man_in_a_Grey_Sweatsh.jpg
mv '/home/klotz/Documents/images/android/2009-09-19 19.12.38.jpg' '/home/klotz/Documents/images/android/2009-09-19-19.12.38-Family_Dinner.jpg'
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9820.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9820-Smiling_Girl_Holding_Books.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f0007296.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f0007296-The_Upside_Down_World.jpg
mv /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_13190500.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/X100T/2016_0610_13190500-Seagull_Flying_Over_A_Lake.jpg
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0822.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0822-The_Ocean.JPG
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1525.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1525-Power_lines_over_a_pond.JPG
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/lisayuki1.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/lisayuki1-Two_girmv_with_funny_faces.jpg
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150712-1836-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150712-1836-000-A_View_of_the_Outdoors.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160915_192441.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/Nexus5/IMG_20160915_192441-School_Rock.jpg
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF1236.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF1236-Computer_Monitor.JPG
mv /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3080.JPG /home/klotz/Documents/images/x100t/103A_FUJI/DSCF3080-The_Art_of_the_Ancient_World.JPG
mv /home/klotz/Documents/images/scrunch.jpg /home/klotz/Documents/images/scrunch-Screen_Shot_of_Computer_Monitor.jpg
mv /home/klotz/Documents/images/x100t/chapman-toss/00000049.png /home/klotz/Documents/images/x100t/chapman-toss/00000049-graduation_day.png
mv /home/klotz/Documents/images/x100t/105_FUJI/DSCF5432.JPG /home/klotz/Documents/images/x100t/105_FUJI/DSCF5432-Football_Stadium_at_Night.JPG
mv /home/klotz/Documents/images/2003/2003aug01/panda-1.jpg /home/klotz/Documents/images/2003/2003aug01/panda-1-Stuffed_Animamv_with_Jewelry_and.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9956.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9956-Plants_in_a_rock_garden.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s1/f0923392.jpg /home/klotz/Documents/images/photo-recovery/photo-s1/f0923392-Large_Metal_Gear.jpg
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150802-0309-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150802-0309-000-The_Tower_of_the_Church.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2751.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2751-Office_Space.JPG
mv /home/klotz/Documents/images/photo-recovery/photo-s3/f2537408.jpg /home/klotz/Documents/images/photo-recovery/photo-s3/f2537408-duino_kobel.jpg
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9020.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9020-Cold_Stone_Creamery.JPG
mv /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2591.JPG /home/klotz/Documents/images/2015-07-japan-hawaii/102_FUJI/DSCF2591-Woman_in_a_Yellow_Sweater_Play.JPG
mv /home/klotz/Documents/images/x100t/100_FUJI/DSCF0403.JPG /home/klotz/Documents/images/x100t/100_FUJI/DSCF0403-purple_flowers_on_a_white_wall.JPG
mv /home/klotz/Documents/images/x100t/106_FUJI/DSCF6834.JPG /home/klotz/Documents/images/x100t/106_FUJI/DSCF6834-Stack_of_Books_on_Bed.JPG
mv /home/klotz/Documents/images/nexus-5-2016-10-23/100AVIARY/IMG_20160717_123912.jpg /home/klotz/Documents/images/nexus-5-2016-10-23/100AVIARY/IMG_20160717_123912-Reading_in_the_Library.jpg
mv /home/klotz/Documents/images/x100t/108_FUJI/DSCF5645.JPG /home/klotz/Documents/images/x100t/108_FUJI/DSCF5645-Mouse_in_a_Cage.JPG
mv /home/klotz/Documents/images/x100t/102A_FUJI/20150708-0053-000.JPG /home/klotz/Documents/images/x100t/102A_FUJI/20150708-0053-000-Playful_Interaction_Between_Woman_and_Cat.JPG
mv /home/klotz/Documents/images/x100v/107_FUJI/DSCF9504.JPG /home/klotz/Documents/images/x100v/107_FUJI/DSCF9504-Autumn_Leaves.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4063.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4063-A_Tall_Tower_in_the_Sky.JPG
mv /home/klotz/Documents/images/2003dec-2004jan/img00001.jpg /home/klotz/Documents/images/2003dec-2004jan/img00001-String_of_purple_lights.jpg
mv /home/klotz/Documents/images/x100t/101_FUJI/DSCF1144.JPG /home/klotz/Documents/images/x100t/101_FUJI/DSCF1144-Swampy_Pond_with_Tree_Stumps_and.JPG
mv /home/klotz/Documents/images/x100t/104_FUJI/DSCF4473.JPG /home/klotz/Documents/images/x100t/104_FUJI/DSCF4473-Yellow_Orchids_Hanging_From_a_F.JPG
mv /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1779312_10201833948194550_1041057322_n.jpg /home/klotz/Documents/images/yuki-lisa-wang-bday-2014/1779312_10201833948194550_1041057322_n-Two_Girmv_Standing_in_a_Hallway.jpg
mv /home/klotz/Documents/images/x100v/108_FUJI/DSCF0683.JPG /home/klotz/Documents/images/x100v/108_FUJI/DSCF0683-Stacked_Rocks_on_a_Bench.JPG
